id,data_format,cases,access,file_name,submitter_id,data_category,type,file_size,created_datetime,md5sum,updated_datetime,file_id,data_type,state,experimental_strategy,version,data_release,project,analysis_id,analysis_state,analysis_submitter_id,analysis_workflow_link,analysis_workflow_type,analysis_workflow_version,sample_type,is_ffpe,cases.submitter_id,sample.submitter_id
537f50e2-2c6e-45a1-96dc-390e52b31d8e,TXT,TCGA-50-5044-01A-21R-1858-07,open,6095b94e-2101-4128-ae51-f0c77daf7811.htseq.counts.gz,6095b94e-2101-4128-ae51-f0c77daf7811_count,Transcriptome Profiling,gene_expression,245168,2016-05-30T19:05:32.474451-05:00,336120659adfd20c8ca89557deac2fbe,2018-09-06T21:10:41.393019-05:00,537f50e2-2c6e-45a1-96dc-390e52b31d8e,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,5e7ac6f7-cb17-409a-b24f-5aa1ae82d28d,released,6095b94e-2101-4128-ae51-f0c77daf7811_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-50-5044,TCGA-50-5044-01A
37f4b5fb-ea88-4adc-8c7b-41cc155fb4b2,TXT,TCGA-97-7941-01A-11R-2187-07,open,58f98e52-c594-4bea-bf7d-9f75c09d0917.htseq.counts.gz,58f98e52-c594-4bea-bf7d-9f75c09d0917_count,Transcriptome Profiling,gene_expression,258524,2016-05-29T10:58:19.298133-05:00,761f0895309302aab5fa94ca61b65cdd,2018-09-06T21:10:41.393019-05:00,37f4b5fb-ea88-4adc-8c7b-41cc155fb4b2,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,bb983160-6fe9-4f87-b7c1-7ade5110b7db,released,58f98e52-c594-4bea-bf7d-9f75c09d0917_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-97-7941,TCGA-97-7941-01A
3069dc9b-9c91-47ec-88da-69afc3f7cf9a,TXT,TCGA-86-7714-01A-12R-2170-07,open,8cd200d8-da0a-4176-8665-d527343c7264.htseq.counts.gz,8cd200d8-da0a-4176-8665-d527343c7264_count,Transcriptome Profiling,gene_expression,245541,2016-05-29T10:29:03.876424-05:00,1ab9927399589a9427fa933d2e152116,2018-09-06T21:10:41.393019-05:00,3069dc9b-9c91-47ec-88da-69afc3f7cf9a,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,9cb93d27-c781-4870-b399-2a9bfe4ebbe6,released,8cd200d8-da0a-4176-8665-d527343c7264_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-86-7714,TCGA-86-7714-01A
d304bbed-49e1-4765-a260-b8aac5da1ae6,TXT,TCGA-62-8402-01A-11R-2326-07,open,3bd86fe7-7ac0-4ddd-a676-06b12845fb7e.htseq.counts.gz,3bd86fe7-7ac0-4ddd-a676-06b12845fb7e_count,Transcriptome Profiling,gene_expression,252399,2016-05-29T10:19:50.260412-05:00,bc350398a9111bd84069284ced5e9536,2018-09-06T21:10:41.393019-05:00,d304bbed-49e1-4765-a260-b8aac5da1ae6,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,8c6fd2fe-d002-45b2-af60-2fe089835e84,released,3bd86fe7-7ac0-4ddd-a676-06b12845fb7e_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-62-8402,TCGA-62-8402-01A
46005efb-d3ab-4724-b997-8a0f51a17163,TXT,TCGA-78-7162-01A-21R-2066-07,open,33ccace3-8a24-44e8-a101-15bd1e8467fe.htseq.counts.gz,33ccace3-8a24-44e8-a101-15bd1e8467fe_count,Transcriptome Profiling,gene_expression,252835,2016-05-26T21:16:18.979898-05:00,fad86994dae500ab80d4f629cec5dc47,2018-09-06T21:10:41.393019-05:00,46005efb-d3ab-4724-b997-8a0f51a17163,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,f88681d9-b352-44f7-a228-c44e26fd7468,released,33ccace3-8a24-44e8-a101-15bd1e8467fe_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-78-7162,TCGA-78-7162-01A
94b166f1-20a3-4903-a18a-47497346635c,TXT,TCGA-49-AAR0-01A-21R-A39D-07,open,8377de42-868b-4748-bbe0-b66827e274bf.htseq.counts.gz,8377de42-868b-4748-bbe0-b66827e274bf_count,Transcriptome Profiling,gene_expression,256015,2016-05-29T10:14:38.686692-05:00,52e2edca892982cd533d3cd9c5322dab,2018-09-06T21:10:41.393019-05:00,94b166f1-20a3-4903-a18a-47497346635c,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,f5eac97c-e7d7-4327-8f16-0311df59a755,released,8377de42-868b-4748-bbe0-b66827e274bf_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-49-AAR0,TCGA-49-AAR0-01A
66cb1ab2-787a-436e-9826-90211a052dee,TXT,TCGA-91-6849-11A-01R-1949-07,open,2391658d-7cf2-4a09-8dd5-19ea7a37dadf.htseq.counts.gz,2391658d-7cf2-4a09-8dd5-19ea7a37dadf_count,Transcriptome Profiling,gene_expression,249975,2016-05-29T10:54:20.657769-05:00,049dfa10158e30f1ae145fce36573f7f,2018-09-06T21:10:41.393019-05:00,66cb1ab2-787a-436e-9826-90211a052dee,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,78c00926-3549-4bc8-b854-5bf767e78888,released,2391658d-7cf2-4a09-8dd5-19ea7a37dadf_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Solid Tissue Normal,FALSE,TCGA-91-6849,TCGA-91-6849-11A
815169ea-4cca-4fed-8c0f-b04b86942fd9,TXT,TCGA-35-4122-01A-01R-1107-07,open,62bb3d7c-bcfc-4475-b21a-c5f76e90c06a.htseq.counts.gz,62bb3d7c-bcfc-4475-b21a-c5f76e90c06a_count,Transcriptome Profiling,gene_expression,251174,2016-05-29T10:20:46.234929-05:00,98e409ee1aaada7b48cef75ec657da56,2018-09-06T21:10:41.393019-05:00,815169ea-4cca-4fed-8c0f-b04b86942fd9,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,5b880583-e119-4fa0-b9fc-678867e4d8e7,released,62bb3d7c-bcfc-4475-b21a-c5f76e90c06a_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-35-4122,TCGA-35-4122-01A
ea29ada8-92b7-4c2c-a413-60581983c007,TXT,TCGA-55-7726-01A-11R-2170-07,open,5be2bd1d-24ac-47c5-9e20-33dea602ed65.htseq.counts.gz,5be2bd1d-24ac-47c5-9e20-33dea602ed65_count,Transcriptome Profiling,gene_expression,245278,2016-05-29T10:52:43.598637-05:00,650604a86eb688c2c317ac7fb7b3fd8b,2018-09-06T21:10:41.393019-05:00,ea29ada8-92b7-4c2c-a413-60581983c007,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,57ca94a6-269d-4965-a3aa-5f86e9b2f5d0,released,5be2bd1d-24ac-47c5-9e20-33dea602ed65_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-55-7726,TCGA-55-7726-01A
5a76d3b6-d6e3-4a46-a175-7388ced0225b,TXT,TCGA-62-A46Y-01A-11R-A24H-07,open,38ef59ed-8eb9-4957-a210-4d118df089ce.htseq.counts.gz,38ef59ed-8eb9-4957-a210-4d118df089ce_count,Transcriptome Profiling,gene_expression,255058,2016-05-29T10:31:03.534209-05:00,03faab61861dc762b43cc57abb1d8a63,2018-09-06T21:10:41.393019-05:00,5a76d3b6-d6e3-4a46-a175-7388ced0225b,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,6fc496a9-f31f-47e3-b3d2-f8aeef90b053,released,38ef59ed-8eb9-4957-a210-4d118df089ce_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-62-A46Y,TCGA-62-A46Y-01A
916f8b6b-aed8-4b59-b732-d69c6de026fa,TXT,TCGA-55-6980-01A-11R-1949-07,open,3fbe693e-0d6c-4866-8b4d-2e9738c93e8d.htseq.counts.gz,3fbe693e-0d6c-4866-8b4d-2e9738c93e8d_count,Transcriptome Profiling,gene_expression,247132,2016-05-29T10:07:58.091873-05:00,2152ef8a9e709d488bd4728b9daa62ff,2018-09-06T21:10:41.393019-05:00,916f8b6b-aed8-4b59-b732-d69c6de026fa,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-LUAD,862c8125-353d-4576-a58a-9cab8ab7e796,released,3fbe693e-0d6c-4866-8b4d-2e9738c93e8d_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-55-6980,TCGA-55-6980-01A
