id,data_format,cases,access,file_name,submitter_id,data_category,type,file_size,created_datetime,md5sum,updated_datetime,file_id,data_type,state,experimental_strategy,version,data_release,project,analysis_id,analysis_state,analysis_submitter_id,analysis_workflow_link,analysis_workflow_type,analysis_workflow_version,sample_type,is_ffpe,cases.submitter_id,sample.submitter_id
9c6ea267-9a1d-4c24-a9fb-2672891b3f9a,TXT,TCGA-D9-A3Z3-06A-11R-A239-07,open,03a96cd7-4547-4042-b92f-0aef82698204.htseq.counts.gz,03a96cd7-4547-4042-b92f-0aef82698204_count,Transcriptome Profiling,gene_expression,251316,2016-05-29T10:31:36.446759-05:00,1e6dd0baf133f440857c163f9a7adf74,2018-09-06T18:42:50.098635-05:00,9c6ea267-9a1d-4c24-a9fb-2672891b3f9a,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,26d6a2f5-faa0-4d11-a5b1-a73a594dc297,released,03a96cd7-4547-4042-b92f-0aef82698204_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-D9-A3Z3,TCGA-D9-A3Z3-06A
e04dd59f-6695-4a10-adc4-4587d4d1a08d,TXT,TCGA-YD-A9TB-06A-12R-A40A-07,open,3d2546c7-6828-4030-9737-eb5e6bc7b7ff.htseq.counts.gz,3d2546c7-6828-4030-9737-eb5e6bc7b7ff_count,Transcriptome Profiling,gene_expression,248847,2016-05-30T18:26:55.691535-05:00,432789cba8ffdfd754d911838ce2410a,2018-09-06T18:42:50.098635-05:00,e04dd59f-6695-4a10-adc4-4587d4d1a08d,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,e6d67031-4a8a-4a29-a250-647a8cb0ee3c,released,3d2546c7-6828-4030-9737-eb5e6bc7b7ff_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-YD-A9TB,TCGA-YD-A9TB-06A
b5d2a36e-47c8-4d2d-9a55-6b155a91c061,TXT,TCGA-FS-A1ZP-06A-11R-A18T-07,open,6c0fb168-4aa2-444b-9909-6437f0eab2a0.htseq.counts.gz,6c0fb168-4aa2-444b-9909-6437f0eab2a0_count,Transcriptome Profiling,gene_expression,249039,2016-05-29T10:25:23.673405-05:00,f0eb5d8aa63ec6205c4397ef4f4383bb,2018-09-06T18:42:50.098635-05:00,b5d2a36e-47c8-4d2d-9a55-6b155a91c061,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,5cfef301-3e1e-4068-be86-1cf066f349b2,released,6c0fb168-4aa2-444b-9909-6437f0eab2a0_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-FS-A1ZP,TCGA-FS-A1ZP-06A
863dafcd-9ef4-41b7-9bb1-ad3fc1a22f6a,TXT,TCGA-FS-A1Z4-06A-11R-A18T-07,open,31524671-a312-44fe-b3d2-4052ce176ed6.htseq.counts.gz,31524671-a312-44fe-b3d2-4052ce176ed6_count,Transcriptome Profiling,gene_expression,255354,2016-05-30T18:28:36.896259-05:00,4ccf23c40ee1cc1e4833cc60e6eba685,2018-09-06T18:42:50.098635-05:00,863dafcd-9ef4-41b7-9bb1-ad3fc1a22f6a,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,396f8c8c-0224-4ce6-b607-5e870c23cd11,released,31524671-a312-44fe-b3d2-4052ce176ed6_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-FS-A1Z4,TCGA-FS-A1Z4-06A
e8610493-3c88-4a41-8e1f-4b37f80c9866,TXT,TCGA-D3-A1Q1-06A-21R-A18T-07,open,86b6f374-3d4c-4da2-a89b-489a944bdeab.htseq.counts.gz,86b6f374-3d4c-4da2-a89b-489a944bdeab_count,Transcriptome Profiling,gene_expression,250138,2016-05-29T10:49:30.986793-05:00,01988e807f164f1076e07090af7b0caa,2018-09-06T18:42:50.098635-05:00,e8610493-3c88-4a41-8e1f-4b37f80c9866,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,c490f468-3b65-4e13-8f57-eb890a8f050c,released,86b6f374-3d4c-4da2-a89b-489a944bdeab_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-D3-A1Q1,TCGA-D3-A1Q1-06A
23dc972d-0120-431a-9093-116e21d86ba9,TXT,TCGA-RP-A693-06A-13R-A311-07,open,937699af-f9a2-4d72-b7b4-db8b8d858719.htseq.counts.gz,937699af-f9a2-4d72-b7b4-db8b8d858719_count,Transcriptome Profiling,gene_expression,250741,2016-05-29T10:14:58.724682-05:00,345b4cd92af67bfa131d4086a54baed3,2018-09-06T18:42:50.098635-05:00,23dc972d-0120-431a-9093-116e21d86ba9,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,e852a6be-72ec-41e2-b9d2-e3d670c16896,released,937699af-f9a2-4d72-b7b4-db8b8d858719_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-RP-A693,TCGA-RP-A693-06A
9ba5eb5b-df81-405e-84cb-e25237e20bd7,TXT,TCGA-ER-A19J-06A-11R-A18S-07,open,36388291-2777-4950-a860-947eab1911e2.htseq.counts.gz,36388291-2777-4950-a860-947eab1911e2_count,Transcriptome Profiling,gene_expression,252058,2016-05-30T18:49:58.322635-05:00,98359a4b490b413cfb3e30d66b17c99d,2018-09-06T18:42:50.098635-05:00,9ba5eb5b-df81-405e-84cb-e25237e20bd7,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,0d591d81-9965-46a5-9989-bbc3cab9d1b3,released,36388291-2777-4950-a860-947eab1911e2_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-ER-A19J,TCGA-ER-A19J-06A
f4c9fbda-27c2-4d07-ab8f-dd45c00062b7,TXT,TCGA-D3-A3ML-06A-11R-A21D-07,open,99457330-ea28-4d2b-9ced-abf84024d8c2.htseq.counts.gz,99457330-ea28-4d2b-9ced-abf84024d8c2_count,Transcriptome Profiling,gene_expression,251270,2016-05-26T21:05:35.659904-05:00,f9b0f3c7b2233b923c2e7e8a9970d177,2018-09-06T18:42:50.098635-05:00,f4c9fbda-27c2-4d07-ab8f-dd45c00062b7,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,c18c44d3-894d-4ca8-86f8-e77399d10f94,released,99457330-ea28-4d2b-9ced-abf84024d8c2_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-D3-A3ML,TCGA-D3-A3ML-06A
edd3c3c1-b8a6-47d0-9c70-8ba8801e6f25,TXT,TCGA-EE-A2GB-06A-11R-A18T-07,open,1d0ed301-414c-4945-a65b-5bfba4360d65.htseq.counts.gz,1d0ed301-414c-4945-a65b-5bfba4360d65_count,Transcriptome Profiling,gene_expression,258033,2016-05-29T11:13:41.220245-05:00,6f1d7e36b153ddfce4ecd7cec44366c3,2018-09-06T18:42:50.098635-05:00,edd3c3c1-b8a6-47d0-9c70-8ba8801e6f25,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,3a60abd7-c34e-4698-99f8-e566283db2a7,released,1d0ed301-414c-4945-a65b-5bfba4360d65_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-EE-A2GB,TCGA-EE-A2GB-06A
54ccd103-9389-4961-9308-43d1b5d5d3d3,TXT,TCGA-D3-A5GN-06A-11R-A27Q-07,open,875a4b3a-9c4f-44fe-b34c-56c9faa7e28d.htseq.counts.gz,875a4b3a-9c4f-44fe-b34c-56c9faa7e28d_count,Transcriptome Profiling,gene_expression,250572,2016-05-29T10:56:57.823630-05:00,d524813aea99407076ab9ab1878fc08c,2018-09-06T18:42:50.098635-05:00,54ccd103-9389-4961-9308-43d1b5d5d3d3,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,88c5d59e-1c00-4b41-8794-118760460bd0,released,875a4b3a-9c4f-44fe-b34c-56c9faa7e28d_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-D3-A5GN,TCGA-D3-A5GN-06A
93e5726a-9b8a-40d4-a954-31f766567df8,TXT,TCGA-FS-A1ZT-06A-11R-A18U-07,open,de38c7af-999b-4593-8e37-a0b391884240.htseq.counts.gz,de38c7af-999b-4593-8e37-a0b391884240_count,Transcriptome Profiling,gene_expression,253557,2016-05-29T10:31:51.354555-05:00,73b103acba642cb6937eeeea30a405ab,2018-09-06T18:42:50.098635-05:00,93e5726a-9b8a-40d4-a954-31f766567df8,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,b20971f7-48d0-4c6f-bcec-90c1e6ad1ec0,released,de38c7af-999b-4593-8e37-a0b391884240_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-FS-A1ZT,TCGA-FS-A1ZT-06A
39866160-cb33-4a70-8aea-3dd8b3cf293d,TXT,TCGA-ER-A19M-06A-61R-A239-07,open,19ad10e2-bcfe-4b8a-ba4e-1b59f352050e.htseq.counts.gz,19ad10e2-bcfe-4b8a-ba4e-1b59f352050e_count,Transcriptome Profiling,gene_expression,251764,2016-05-30T18:23:56.623846-05:00,bf3e28d74087c5bc42f7ae2cb4c089dc,2018-09-06T18:42:50.098635-05:00,39866160-cb33-4a70-8aea-3dd8b3cf293d,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,ca9f9331-ce57-4e83-9752-6585f5282301,released,19ad10e2-bcfe-4b8a-ba4e-1b59f352050e_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-ER-A19M,TCGA-ER-A19M-06A
6d1cb94c-8964-4fab-b5b2-28c86dba212c,TXT,TCGA-EE-A20I-06A-11R-A18U-07,open,6defa4b8-a8ed-4895-a4f5-7b55b9f067b4.htseq.counts.gz,6defa4b8-a8ed-4895-a4f5-7b55b9f067b4_count,Transcriptome Profiling,gene_expression,250924,2016-05-30T18:37:36.449178-05:00,263512ae18385180e3db76e4c07f87ef,2018-09-06T18:42:50.098635-05:00,6d1cb94c-8964-4fab-b5b2-28c86dba212c,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,7c2a07c8-ead5-469f-844e-f7c4e449c2d0,released,6defa4b8-a8ed-4895-a4f5-7b55b9f067b4_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-EE-A20I,TCGA-EE-A20I-06A
91afb970-6b68-451e-be51-ea58062b5319,TXT,TCGA-EB-A550-01A-61R-A27Q-07,open,0f5dcdd3-2e9e-41d1-88a0-e186519aae4e.htseq.counts.gz,0f5dcdd3-2e9e-41d1-88a0-e186519aae4e_count,Transcriptome Profiling,gene_expression,252935,2016-05-30T18:46:26.240115-05:00,196cd9aaca269580a55c3e68d37595c3,2018-09-06T18:42:50.098635-05:00,91afb970-6b68-451e-be51-ea58062b5319,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,e9f96c63-bfc4-4a1e-834d-a48a8d1d9717,released,0f5dcdd3-2e9e-41d1-88a0-e186519aae4e_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-EB-A550,TCGA-EB-A550-01A
3391df01-6930-43b1-9422-0f029982fa27,TXT,TCGA-D9-A4Z6-06A-12R-A266-07,open,c8e47b23-2a98-4cf1-89aa-af5792157221.htseq.counts.gz,c8e47b23-2a98-4cf1-89aa-af5792157221_count,Transcriptome Profiling,gene_expression,252574,2016-05-30T18:35:39.209872-05:00,41a32b3e1a3321c63f8a73f74d027ea1,2018-09-06T18:42:50.098635-05:00,3391df01-6930-43b1-9422-0f029982fa27,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,57ce2647-0167-4614-8367-a02b899de603,released,c8e47b23-2a98-4cf1-89aa-af5792157221_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-D9-A4Z6,TCGA-D9-A4Z6-06A
d50f087d-c6a8-4e2d-ab4e-4839592ac2a8,TXT,TCGA-HR-A2OG-06A-21R-A18U-07,open,8a8f85e4-e81a-4ef2-9a7e-ff2ca8ad71a9.htseq.counts.gz,8a8f85e4-e81a-4ef2-9a7e-ff2ca8ad71a9_count,Transcriptome Profiling,gene_expression,255004,2016-05-26T21:05:55.205860-05:00,e446e677cfa788e7e282cf3e11ff0910,2018-09-06T18:42:50.098635-05:00,d50f087d-c6a8-4e2d-ab4e-4839592ac2a8,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,a76bfcc4-19d0-4612-b2b5-f079c6fc4bbf,released,8a8f85e4-e81a-4ef2-9a7e-ff2ca8ad71a9_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-HR-A2OG,TCGA-HR-A2OG-06A
55d45144-a0fe-42a7-a115-273f82d92e14,TXT,TCGA-GF-A2C7-01A-11R-A18T-07,open,c7c47a42-41ba-4f1a-862f-70184c016a7a.htseq.counts.gz,c7c47a42-41ba-4f1a-862f-70184c016a7a_count,Transcriptome Profiling,gene_expression,253754,2016-05-26T21:24:50.749121-05:00,9107b1953284ec441af781e3fad04749,2018-09-06T18:42:50.098635-05:00,55d45144-a0fe-42a7-a115-273f82d92e14,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,fa719cff-b55a-4b09-b166-12606c40077d,released,c7c47a42-41ba-4f1a-862f-70184c016a7a_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-GF-A2C7,TCGA-GF-A2C7-01A
5a41b01b-9a8c-4ec0-9c5a-6052f3d0b325,TXT,TCGA-D3-A2JD-06A-11R-A18T-07,open,4e44a38b-47b2-427b-ba06-b8bc25b3798c.htseq.counts.gz,4e44a38b-47b2-427b-ba06-b8bc25b3798c_count,Transcriptome Profiling,gene_expression,249155,2016-05-30T18:37:22.155365-05:00,207a0851918eea2cf43e6c2cd4b4017d,2018-09-06T18:42:50.098635-05:00,5a41b01b-9a8c-4ec0-9c5a-6052f3d0b325,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,a2ea2df4-24a7-474c-8dfd-dd75b0a61f37,released,4e44a38b-47b2-427b-ba06-b8bc25b3798c_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-D3-A2JD,TCGA-D3-A2JD-06A
93b74c16-3eef-42ae-a7e9-87bbab49e7e0,TXT,TCGA-D9-A4Z2-01A-11R-A24X-07,open,1c9740fc-2a6a-4905-bdc0-f6d2b7be6329.htseq.counts.gz,1c9740fc-2a6a-4905-bdc0-f6d2b7be6329_count,Transcriptome Profiling,gene_expression,257249,2016-05-30T21:09:07.177600-05:00,dbf42c92c9af39d23ee9742625579390,2018-09-06T18:42:50.098635-05:00,93b74c16-3eef-42ae-a7e9-87bbab49e7e0,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,7b5a4ff8-d38a-4cb4-8287-3f021dab3d29,released,1c9740fc-2a6a-4905-bdc0-f6d2b7be6329_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-D9-A4Z2,TCGA-D9-A4Z2-01A
e111b8f9-771d-4de3-87c4-a1bb1e8c0747,TXT,TCGA-DA-A95X-06A-11R-A37K-07,open,48d8f465-e9dc-4550-9371-a1207302be8d.htseq.counts.gz,48d8f465-e9dc-4550-9371-a1207302be8d_count,Transcriptome Profiling,gene_expression,254375,2016-05-30T18:51:37.484347-05:00,3567b6a199d053210bbbcc3d8989c035,2018-09-06T18:42:50.098635-05:00,e111b8f9-771d-4de3-87c4-a1bb1e8c0747,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,406b5830-a149-470b-bc3b-60084be79dfa,released,48d8f465-e9dc-4550-9371-a1207302be8d_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-DA-A95X,TCGA-DA-A95X-06A
540e6d12-f1d4-4043-936e-3a36704db64f,TXT,TCGA-FS-A4F4-06A-12R-A266-07,open,6c23c1f8-53a8-4986-8423-71aef05bf8df.htseq.counts.gz,6c23c1f8-53a8-4986-8423-71aef05bf8df_count,Transcriptome Profiling,gene_expression,245567,2016-05-30T18:20:45.558995-05:00,1acca319242807ef5e356b8129d6a094,2018-09-06T18:42:50.098635-05:00,540e6d12-f1d4-4043-936e-3a36704db64f,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,7735a60b-8108-4c03-983d-e7eef03790fc,released,6c23c1f8-53a8-4986-8423-71aef05bf8df_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-FS-A4F4,TCGA-FS-A4F4-06A
c86453d3-fcdf-47f9-8d50-a8282b2049a6,TXT,TCGA-WE-A8ZM-06A-11R-A37K-07,open,597e0bf5-b228-432f-b469-9498bb812f98.htseq.counts.gz,597e0bf5-b228-432f-b469-9498bb812f98_count,Transcriptome Profiling,gene_expression,256730,2016-05-30T19:04:45.798895-05:00,305244095c16c53594e3bc22aa5631bd,2018-09-06T18:42:50.098635-05:00,c86453d3-fcdf-47f9-8d50-a8282b2049a6,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,2a83f50e-033f-4b64-8477-02a8a3bd7de6,released,597e0bf5-b228-432f-b469-9498bb812f98_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-WE-A8ZM,TCGA-WE-A8ZM-06A
5b38071f-f0ae-4d19-93c2-61d8ab48121f,TXT,TCGA-D3-A3BZ-06A-12R-A18S-07,open,2c96ff80-4ea4-4de9-ae5d-ec3db1a9bffb.htseq.counts.gz,2c96ff80-4ea4-4de9-ae5d-ec3db1a9bffb_count,Transcriptome Profiling,gene_expression,250920,2016-05-30T18:44:47.291794-05:00,968cfd530a20475ffb6324317a410fbb,2018-09-06T18:42:50.098635-05:00,5b38071f-f0ae-4d19-93c2-61d8ab48121f,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-SKCM,d05e8fff-781e-4a99-b9c8-a24cce16f8f2,released,2c96ff80-4ea4-4de9-ae5d-ec3db1a9bffb_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Metastatic,FALSE,TCGA-D3-A3BZ,TCGA-D3-A3BZ-06A
